id,book_level,vocab,english_meaning,vietnamese_meaning,word_type,component
1131,HSK 3,寒假,Winter Vacation,Kỳ nghỉ đông,Noun,Hàn=lạnh + nghỉ=nghỉ
1132,HSK 3,对不起,Sorry,Xin lỗi,Phrase,"对 = 寸 (hand) + 又 (again)
 不 = not
 起 = 走 (walk) + 己 (self)"
1133,HSK 3,封,Seal / Envelope,"Đóng, phong, bao thư",Verb/Noun,寸 = tay + 圭 = quy tắc
1134,HSK 3,带,Take / Bring / Belt / Tape,"Mang, đem, dây đai",Verb/Noun,冖 = che + 巾 = khăn
1135,HSK 3,帽子,Hat / Cap,Mũ,Noun,Mũ=mũ + con=con
1136,HSK 3,干净,Clean / Neat,Sạch sẽ,Adj,冫 = nước đá + 征 = phấn đấu
1137,HSK 3,平,Flat / Level / Peaceful,"Bằng, phẳng, bình yên",Adj,Bình=bình + ngang=ngang
1138,HSK 3,平常,Ordinary / Common / Usually,"Bình thường, thông thường",Adj/Adv,Bình=bình + thường=thường
1139,HSK 3,年轻人,young people,Người trẻ,Noun,"轻 = 车 (car) + 龴 + 工 (work)
人 = 人 (human)"
1140,HSK 3,幼儿园,kindergarten,Mẫu giáo,Noun,"幼 = 幺 (short/tiny) + 力 (power/force)
儿 = 儿 (legs)"
1141,HSK 3,广,Wide / Broad / Vast,"Rộng, rộng lớn",Adj,广 = nhà lớn + 黄 = vàng
1142,HSK 3,广播,Broadcast / Radio,"Phát thanh, chương trình",Verb/Noun,广 = rộng + 播 = truyền
1143,HSK 3,开始,Begin / Start,Bắt đầu,Verb/Noun,Mở=mở + thủ=bắt đầu
1144,HSK 3,开心,Happy / Joyful,Vui vẻ,Adj,Mở=mở + tim=tim
1145,HSK 3,开灯,turn on the light,Bật đèn,verb phrase,"开灯 (turn on the light) = 开 (open; turn on) + 灯 (light; lamp)  
开 (open) = 一 (one) + 廾 (two hands)  
灯 (lamp) = 火 (fire) + 丁 (nail)"
1146,HSK 3,得,Get / Obtain / Must / Should,"Được, phải",Verb/Aux,彳 =đi + 导 = dẫn
1147,HSK 3,快乐,Happy / Joyful,Vui vẻ,Adj,Nhanh=nhanh + vui=vui
1148,HSK 3,怎么样,How,Như thế nào,Phrase,"怎 = 心 (heart) + 乍 (sudden/start)
 么 = 厶 (private) + 丿 (slash)
 样 = 木 (wood) + 羊 (sheep)"
1149,HSK 3,怕,Fear / Be Afraid Of / Worried,"Sợ, e ngại",Verb/Noun,Tim=tim + bạch=bạch
1150,HSK 3,急,Urgent / Anxious / Fast,"Vội, cấp bách, nhanh",Adj/Verb,Tim=tim + thảo=cỏ
1151,HSK 3,感,Feel / Sense / Emotion,"Cảm thấy, cảm xúc",Verb/Noun,心 = tim + 咸 = tất cả
1152,HSK 3,感兴趣,to be interested,Quan tâm / Thích,Verb,"感 = 厂 (cliff) + 戈 (spear) + 一 (one) + 口 (mouth) + 心 (heart) 
兴 = ⺍ (small) + 一 (one) + 八 (eight/divide)
趣 = 走 (run) + 耳 (ear) + 又 (right hand)"
1153,HSK 3,感谢,Thank / Gratitude,Cảm ơn,Verb/Noun,感 = cảm + 谢 = cảm tạ
1154,HSK 3,慢,Slow / Slowly,"Chậm, chậm rãi",Adj/Adv,Đi=đi + mạn=mạn
1155,HSK 3,慢性病,chronic disease,Bệnh mãn tính,Noun,"慢 = 忄 (heart) + 日 (sun/day) + 罒 (net) + 又 (right hand)
性 = 忄 (heart) + 生 (life)
病 = 疒 (sickness) + 一 (one) + 人 (human) + 冂 (upside down box)"
1156,HSK 3,或,Or / Perhaps,"Hoặc, có lẽ",Conj,Quốc gia=vùng + cách=phương pháp
1157,HSK 3,或者,Or / Either / Perhaps,"Hoặc, có lẽ",Conj/Adv,Hoặc=hoặc + giả=người
1158,HSK 3,房,House / Room,"Nhà, phòng",Noun,户 = cửa + 方 = hình vuông
1159,HSK 3,才,Just / Only / Talent,"Mới, chỉ, tài năng",Adv/Noun,一 + 丨 + 丿 = tài
1160,HSK 3,打喷嚏,sneeze,Hắt hơi,verb,"打喷嚏 (sneeze) = 打 (hit) + 喷 (spurt) + 嚏 (sneeze)  
打 (hit) = 扌(hand) + 丁 (nail)  
喷 (spurt) = 口 (mouth) + 贲 (energetic)  
嚏 (sneeze) = 口 (mouth) + 𤕣 (sound radical)"
1161,HSK 3,打电话,to make a phone call,Gọi điện thoại,Verb,"打 = 扌 (hand) + 一 (one) + 亅 (hook)
电 =  日 (sun/day), 丨 (line), 乚 (second)
话 = 讠 (speech), 舌 (tongue)"
1162,HSK 3,扫地,mop the floor,Lau nhà,verb phrase,"扫地 (mop the floor) = 扫 (sweep) + 地 (ground; floor)  
扫 (sweep) = 扌 (hand) + 彐 (snout; broom-like shape)  
地 (ground) = 土 (earth) + 也 (also)"
1163,HSK 3,技术,Technology / Skill,Kỹ thuật,Noun,Tay=tay + chi=nhánh
1164,HSK 3,护士,Nurse,"Y tá, điều dưỡng",Noun,Tay=tay + hộ=cửa
1165,HSK 3,报名,sign up,Đăng ký,Separable verbs,"报 = 扌 (hand) + 卩 (seal) + 又 (right hand)
名 = 夕 (evening/unset) + 口 (mouth)"
1166,HSK 3,报纸,Newspaper,"Báo, báo chí",Noun,报 = báo cáo + 纸 = giấy
1167,HSK 3,拉肚子,to have diarrhea,Tiêu chảy,Verb,"拉 = 扌 (hand) + 立 (stand erect)
肚 = 月 (moon) + 土 (earth)"
1168,HSK 3,拍照,take pictures,Chụp ảnh,verb phrase,"拍照 (take picture) = 拍 (to clap; to take photo) + 照 (shine; photo)  
拍 (to clap) = 扌 (hand) + 白 (white)  
照 (shine) = 日 (sun) + 昭 (bright; illuminate)  "
1169,HSK 3,掉,Fall / Drop / Away,"Rơi, bỏ đi",Verb,扌 = tay + 卓 = cao
1170,HSK 3,故事,Story / Tale,"Câu chuyện, truyện",Noun,故 = cũ + 事 = sự việc
1171,HSK 3,教育,Education / Teach,Giáo dục,Noun/Verb,Hiếu=hiếu thảo + tác dụng=tác dụng
1172,HSK 3,旁边班,next class,Tiết học sau,noun phrase,"旁边班 (next class) = 旁 (beside) + 边 (side) + 班 (class)
旁 (beside) = 方(square) + 立(stand) + 小(small)
边 (side) = 辶(walk) + 力(power)
班 (class) = 王(jade) + 分(divide)"
1173,HSK 3,旅行,Travel / Journey,Đi du lịch,Verb/Noun,Phương hướng=phương hướng + người=người
1174,HSK 3,明信片,postcard,Bưu thiếp,noun,"明信片 (postcard) = 明 (bright) + 信 (letter) + 片 (card; piece)  
明 (bright) = 日 (sun) + 月 (moon)  
信 (letter) = 亻 (person) + 言 (speech)  
片 (card; piece) = 片 (slice radical itself)"
1175,HSK 3,明白,Clear / Understand,"Rõ ràng, hiểu",Adj/Verb,Minh=minh + bạch=bạch
1176,HSK 3,春,Spring,Mùa xuân,Noun,春 = xuân + 日 = mặt trời
1177,HSK 3,暖,Warm / Genial,"Ấm áp, ấm",Adj/Verb,Nhật=ngày + ưn=ấm
1178,HSK 3,有意义,important,Quan trọng,Adjective,"有 = 𠂇 (left hand) + 月 (moon)
意 = 音 (sound) + 心 (heart)
义 = 乂 (N/A) + 丶 (dot)"
1179,HSK 3,有意思,interesting,Thú vị,Adjective,"有 = 𠂇 (left hand) + 月 (moon)
意 = 音 (sound) + 心 (heart)
思 = 田 (field) + 心 (heart)"
1180,HSK 3,有点儿,a little bit,Một chút,adverb,"有点儿 (a little bit) = 有 (to have) + 点 (dot; point) + 儿 (child; suffix)  
有 (to have) = 月 (moon; flesh) + 又 (again)  
点 (dot; point) = 黑 (black) + 占 (occupy)  
儿 (child; suffix) = 儿 (child radical)"
1181,HSK 3,服务,Service / Serve,Phục vụ,Verb/Noun,F=quần áo + 务 = công việc
1182,HSK 3,期,Period / Phase / Expected,"Kỳ, thời hạn",Noun,Thời gian=thời gian + nguyệt=tháng
1183,HSK 3,期待,Expect / Look Forward To,"Mong đợi, kỳ vọng",Verb/Noun,Kỳ=kỳ + đợi=đợi
1184,HSK 3,末,End / Last / Final,"Cuối, cuối cùng",Noun/Adj,Nhất=nhất + nhất=nhất
1185,HSK 3,本,This / Book / Origin,"Bản, quyển, gốc",Det/Noun,木 = cây + 一 = ngang
1186,HSK 3,机,Machine / Chance / Organic,"Máy, cơ hội",Noun,Mộc=cây + vài=bàn
1187,HSK 3,李老师,Teacher Li,Cô / Thầy Lý,Noun,"李 = 木 (tree) + 子 (child)
老 = 耂 (old) + 匕 (spoon)
 师 = 巾 (cloth) + 帀 (command)"
1188,HSK 3,村,Village,"Làng, thôn",Noun,木 = cây + 寸 = thốn
1189,HSK 3,极,Extreme / Pole / Extremely,"Cực, vô cùng",Noun/Adv,Mộc=cây + cực=cực
1190,HSK 3,架,Frame / Shelf / Support,"Kệ, giá, chiếc",Noun/Verb,Mộc=cây + gia=thêm
1191,HSK 3,格,Standard / Pattern / Grid,"Quy cách, ô lưới",Noun,木 = cây + 各 = mỗi
1192,HSK 3,棵,(Measure word for trees/plants),Cây,Measure,Mộc=cây + quả=quả
1193,HSK 3,欢,Joyful / Happy / Welcome,"Vui mừng, hoan nghênh",Adj,Khẩu=miệng + khiêu=nhảy
1194,HSK 3,欧,Europe / Ou,"Âu, châu Âu",Noun,Âu=Âu + khuôn=khuôn
1195,HSK 3,母亲,Mother,Mẹ,Noun,Mẹ=mẹ + thân=thân thiết
1196,HSK 3,比,Compare / Than,"So sánh, hơn",Prep/Verb,比 = so sánh + 匕 = thìa
1197,HSK 3,比如,for example,Ví dụ,Conjunction,"比 = 比 (compare/compete)
如 = 女 (woman) + 口 (mouth)"
1198,HSK 3,毛,Hair / Fur / Wool,"Lông, tóc, len",Noun,Lông=lông + bút=bút
1199,HSK 3,气,Gas / Air / Breath / Mood,"Khí, hơi khí, tâm trạng",Noun,Khí=khí + thủ=thủ
1200,HSK 3,气管炎,bronchitis,Viêm phế quản,noun,"气管炎 (tracheitis) = 气管 (trachea) + 炎 (inflammation)  
气管 (trachea) = 气 (air) + 管 (tube)  
气 (air) = 气 (air radical itself)  
管 (tube) = 竹 (bamboo) + 官 (official)  
炎 (inflammation) = 火 (fire) + 火 (fire)"
1201,HSK 3,江,River / Yangtze,Sông,Noun,Thủy=nước + công=công việc
1202,HSK 3,没关系,It doesn’t matter,Không sao,Phrase,"没 = 氵 (water) + 殳 (strike)
 关 = gate
 系 = silk thread tied together"
1203,HSK 3,没问题,no problem,Không vấn đề gì,Phrase,"没 = 氵 (water) + 殳 (weapon/lance)
问 = 门 (gate) + 口 (mouth)
题 = 日 (sun/day) + 一 (one) + 龰 (N/A) + 页 (leaf)"
1204,HSK 3,法,Law / Method / Way,"Pháp luật, phương pháp",Noun,氵 = nước + 去 =đi
1205,HSK 3,波士顿,Boston,Boston,proper noun,"波士顿 (Boston) = 波 (wave) + 士 (scholar) + 顿 (pause)
波 (wave) = 氵 (water) + 皮 (skin)
顿 (pause) = 屯 (store) + 页 (semantic)
士 (scholar) = pictograph (no further split)"
1206,HSK 3,洗手间,restroom,Nhà vệ sinh,noun,"洗手间 (restroom) = 洗 (wash) + 手 (hand) + 间 (room)  
洗 (wash) = 氵 (water) + 先 (first)  
手 (hand) = 手 (hand radical itself)  
间 (room) = 门 (door) + 日 (sun)"
1207,HSK 3,洗澡,take a shower,Tắm,verb phrase,"洗澡 (take a shower) = 洗 (wash) + 澡 (bathe)  
洗 (wash) = 氵(water) + 先 (first)  
澡 (bathe) = 氵(water) + 喿 (noisy; tree radical)"
1208,HSK 3,活,Live / Alive / Lively / Activity,"Sống, sinh hoạt",Verb/Adj/Noun,Thủy=nước + lưỡi=lưỡi
1209,HSK 3,活动,Activity / Move / Exercise,"Hoạt động, di chuyển",Noun/Verb,Sống=sống + động=động
1210,HSK 3,海,Sea / Ocean,Biển,Noun,氵 = nước + 每 = mỗi
1211,HSK 3,涮羊肉,instant-boiled mutton,Lẩu cừu,noun,"涮羊肉 (instant-boiled mutton) = 涮 (rinse; dip) + 羊肉 (mutton)  
涮 (rinse) = 氵 (water) + 欶 (absorb)  
羊肉 (mutton) = 羊 (sheep) + 肉 (meat)"
1212,HSK 3,游泳馆,natatorium ,Nhà bơi / Trung tâm bơi lội,noun,"游泳馆 (natatorium) = 游泳 (to swim) + 馆 (building, hall)
游 (to swim, to wander) = 氵(water radical) + 斿 (to float, to travel)
泳 (to swim) = 氵(water) + 永 (forever)
馆 (building, hall) = 饣(food radical) + 官 (official, government)"
1213,HSK 3,湖,Lake,Hồ nước,Noun,Thủy=nước + hồ=hồ
1214,HSK 3,满,Full / Filled / Completely,"Đầy, đầy đủ",Adj/Verb,Thủy=nước + mãn=mãn
1215,HSK 3,火,Fire / Flame / Anger,"Lửa, hỏa",Noun/Adj,Hỏa=lửa
1216,HSK 3,火车,Train,Tàu hỏa,Noun,Lửa=lửa + xe=xe
1217,HSK 3,灯,Light / Lamp,Đèn,Noun,火 = lửa + 丁 = hình dáng
1218,HSK 3,然后,Then,Sau đó,Conjunction,"然 = 肰 (meat) + 灬 (fire)
 后 = 厂 (cliff) + 口 (mouth) + 一"
1219,HSK 3,照相机,camera,Máy ảnh,noun,"照相机 (camera) = 照 (photograph) + 相 (image) + 机 (machine)  
照 (photograph) = 日 (sun) + 昭 (bright)  
相 (image) = 木 (tree) + 目 (eye)  
机 (machine) = 木 (wood) + 几 (table)"
1220,HSK 3,爬过去,Climb over,Leo qua,Verb,"爬 = 爪 (claw/talon) + 丨 (line) + 丨 (line) + 乚 (second)
过 = 辶 (walk) + 寸 (thumb)
去 = 土 (earth) + 厶 (private)"
1221,HSK 3,父亲,Father,"Cha, phụ thân",Noun,父 = cha + 亲 = thân thiết
1222,HSK 3,牛,Cow / Ox / Bull,Bò,Noun,Bò=bò
1223,HSK 3,牛仔裤,jeans,Quần jean,noun,"牛仔裤 (jeans) = 牛 (cow) + 仔 (young; boy) + 裤 (pants)  
牛 (cow) = 牛 (ox radical itself)  
仔 (young) = 亻 (person) + 子 (child)  
裤 (pants) = 衤 (clothing radical) + 固 (solid; firm)  
固 (solid) = 囗 (enclosure) + 古 (ancient)"
1224,HSK 3,特技演员,cascadeur,Diễn viên đóng thế,noun,"特技演员 (cascadeur) = 特技 (stunt) + 演员 (actor)  
特技 (stunt) = 特 (special) + 技 (skill)  
特 (special) = 牜 (cow) + 寺 (temple)  
技 (skill) = 扌 (hand) + 支 (support)  
演员 (actor) = 演 (perform) + 员 (member)  
演 (perform) = 氵 (water) + 寅 (tiger sign)  
员 (member) = 口 (mouth) + 贝 (shell)"
1225,HSK 3,理发,Haircut,Cắt tóc,Verb/Noun,Sắp xếp=sắp xếp + tóc=tóc
1226,HSK 3,理解,Understand / Comprehend,Hiểu,Verb/Noun,Ngọc=ngọc + lý=bên trong
1227,HSK 3,理论,Theory,Lý luận,Noun,Ngọc=ngọc + lý=bên trong + ngôn ngữ=ngôn ngữ
1228,HSK 3,电,Electricity / Electric,Điện,Noun/Adj,日 = mặt trời + 乚 = uốn
1229,HSK 3,电影团队,film crew,Đoàn làm phim,noun,"电影团队 (film team) = 电影 (film) + 团队 (team)  
电影 (film) = 电 (electric) + 影 (shadow)  
电 (electric) = 日 (sun) + 乚 (hidden)  
影 (shadow) = 景 (scenery) + 彡 (hair; pattern)  
团队 (team) = 团 (group) + 队 (team)  
团 (group) = 囗 (enclosure) + 才 (talent)  
队 (team) = 阝 (mound) + 人 (person)"
1230,HSK 3,电视台,television station,Đài truyền hình,Noun,"电 = 日 (sun/day) +丨 (line) + 乚 (second)
视 = 礻 (sign) + 见 (see)
台 = 厶 (private) + 口 (mouth)"
1231,HSK 3,电话,Telephone,Điện thoại,Noun,电 =điện + 话 = lời nói
1232,HSK 3,男,Male / Man,"Nam, đàn ông",Adj/Noun,Điền=ruộng + lực=lực
1233,HSK 3,白,White / Clear / Pure,Trắng,Adj/Noun,白 = white + 日 = sun
1234,HSK 3,百,Hundred,Trăm,Number,一 = one + 白 = white
1235,HSK 3,目,Eye / Look / Item,"Mắt, mục",Noun,Mắt=mắt
1236,HSK 3,目前,At Present / Currently,Hiện nay,Adv,Mắt=mắt + tiền=tiền
1237,HSK 3,看法,View / Opinion,"Quan điểm, ý kiến",Noun,Nhìn=nhìn + pháp=pháp
1238,HSK 3,看病,see a doctor,Khám bác sĩ,Separable verbs,"看 = 龵 (hand) + 目 (eye)
病 = 疒 (sickness) + 一 (one) + 人 (human) + 冂 (upside down box)"
1239,HSK 3,真的吗？,really,Thật sự,Adverb,"真 = 十 (ten) + 目 (eye) + 一 (one) + 八 (eight/divide)
的 = 白 (white) + 勹 (wrap) + 丶 (dot)"
1240,HSK 3,睛,Eye / Eyeball,Con mắt,Noun,Mục=mắt + thanh=trong
1241,HSK 3,睡觉前,before sleep,Trước khi ngủ,prepositional phrase,"睡觉前 (before sleeping) = 睡觉 (sleep) + 前 (before)  
睡觉 (sleep) = 睡 (to sleep) + 觉 (feel; sleep)  
睡 (to sleep) = 目 (eye) + 垂 (to hang)  
觉 (sleep) = 见 (see) + 冖 (cover)  
前 (before) = ⺧ (cow) + 刀 (knife) + 月 (moon)"
1242,HSK 3,矮,Short (stature) / Low,"Thấp, lùn",Adj,矢 = arrow + 委 = bend
1243,HSK 3,研究生,postgraduate,Nghiên cứu sinh,Noun,"研 = 石 (stone) + 一 (one) + 廾 (N/A)
究 = 穴 (cave) + 丿 (bend) + ㇈ (N/A)
生 = 生 (life)"
1244,HSK 3,破,Broken / Damage / Break,"Vỡ, hỏng, phá vỡ",Adj/Verb,Thạch=thạch + bì=bì
1245,HSK 3,票,Ticket / Bill / Vote,"Vé, phiếu",Noun,Phiếu=phiếu + chữ=chữ
1246,HSK 3,离开,Leave / Go Away,Rời đi,Verb,Rời=rời + mở=mở
1247,HSK 3,科学,Science / Scientific,Khoa học,Noun/Adj,Lúa mì=lúa mì + đấu=đo
1248,HSK 3,窗,Window,Cửa sổ,Noun,穴 = lỗ + 囱 =ống khói
1249,HSK 3,立刻,Immediately / At Once,Ngay lập tức,Adv,Đứng=đứng + khắc=khắc
1250,HSK 3,管,Manage / Control / Tube,"Quản lý, ống",Verb/Noun,竹 = tre + 官 = chức vụ
1251,HSK 3,精,Refined / Concentrated / Spirit,"Tinh khiết, tinh hoa",Adj/Noun,Gạo=gạo + thanh=trong
1252,HSK 3,红,Red / Popular,"Đỏ, nổi tiếng",Adj,Tơ=lụa + công=công việc
1253,HSK 3,级,Level / Grade / Rank,"Cấp, lớp, hạng",Noun,Cấp=bậc + thước=thước
1254,HSK 3,练习,Practice / Exercise,Luyện tập,Verb/Noun,Chỉ=chỉ + thư=thư
1255,HSK 3,经,Through / Via / Classics,"Qua, kinh điển",Prep/Noun,Chỉ=chỉ + hình=hình
1256,HSK 3,经济,Economy / Economic,Kinh tế,Noun/Adj,Chỉ=chỉ + tề=thứ tự
1257,HSK 3,经验,Experience,Kinh nghiệm,Noun/Noun,Mã=ngựa + toàn=tất cả
1258,HSK 3,结,Knot / Tie / Conclude,"Buộc, kết thúc",Verb/Noun,Chỉ=chỉ + gắn=gắn
1259,HSK 3,继续,Continue / Proceed,Tiếp tục,Verb,Chỉ=chỉ + bèi=lưng
1260,HSK 3,维生素,vitamin,Vitamin,noun,"维生素 (vitamin) = 维 (to maintain) + 生 (life) + 素 (element)
维 (to maintain) = 纟(silk radical) + 隹 (short-tailed bird)
生 (life) 
素 (element, plain) = 纟(silk) + 生 (life)"
1261,HSK 3,绿,Green,Màu xanh lá,Adj,Chỉ=chỉ + lục=lục
1262,HSK 3,羽绒服,down jacket,Áo phao,Noun,"羽 = 羽 (feather)
绒 = 纟 (silk) + 戈 (spear) + 𠂇 (left hand)
服 = 月 (moon) + 卩 (seal) + 又 (right hand)"
1263,HSK 3,老,Old / Elderly,"Già, cũ, lão",Adj/Prefix,Lão=già + thìa=thìa
1264,HSK 3,老朋友,old friend,Bạn cũ,Noun,"老 = 老 (old)
朋 = 朋 (N/A)"
1265,HSK 3,老板,Boss / Employer,"Chủ, sếp",Noun,Già=già + tấm ván=tấm ván
1266,HSK 3,考虑,Consider / Think Over,Cân nhắc,Verb/Noun,Kảo=kiểm tra + lự=ngẫm
1267,HSK 3,而,And / As / But,"Mà, hơn nữa",Conj,而 = râu + 丨 =đường kẻ
1268,HSK 3,而且,and also,Và còn,Conjunction,"而 =  而 (beard)
且 = 月 (moon) + 一 (one)"
1269,HSK 3,胃不舒服,indigestion,Khó tiêu,noun,胃不舒服 (indigestion) = 胃 (stomach) + 不 (not) + 舒 (comfortable) + 服 (body)
1270,HSK 3,脑,Brain / Mind,"Não, óc",Noun,Não=não + nguyệt=thịt
1271,HSK 3,脸,Face,Mặt,Noun,Thịt=thịt + toàn=tất cả
1272,HSK 3,自行车,Bicycle,Xe đạp,Noun,"自 = nose/self
 行 = crossroad
 车 = cart"
1273,HSK 3,节,Festival / Section / Save,"Lễ hội, tiết kiệm",Noun,Thảo=cỏ + tiết=tiết kiệm
1274,HSK 3,苦,Bitter / Hardship,"Đắng, khổ",Adj/Noun,Thảo=cỏ + cổ=cổ
1275,HSK 3,苹果,Apple,Quả táo,Noun,Táo=táo + quả=quả
1276,HSK 3,营业时间,business hours,Giờ làm việc,noun,"营业时间 (business hour) = 营业 (business) + 时间 (time)  
时间 (time) = 时 (time) + 间 (interval)  
时 (time) = 日 (sun) + 寺 (temple)  
间 (interval) = 门 (door) + 日 (sun)"
1277,HSK 3,街道,Street / Road,Đường phố,Noun,Đi=đi + khuôn=khuôn
1278,HSK 3,被,By (passive marker),Bị,Prep/Particle,衤 = quần áo + 皮 = da
1279,HSK 3,西红柿,tomato,Cà chua,noun,"西红柿 (tomato) = 西 (west) + 红 (red) + 柿 (persimmon/tree fruit)  
西 (west) = 西 (cover-shaped radical itself)  
红 (red) = 纟 (silk) + 工 (work)  
柿 (persimmon) = 木 (wood) + 市 (market)"
1280,HSK 3,要不,or else,Nếu không thì,Conjunction,"要 = 覀 (west) + 女 (woman)
不 = 一 (one) + 丿 (bend) + 卜 (divination)"
1281,HSK 3,见,See / Meet / Visit,"Thấy, gặp, gặp gỡ",Verb,Nhìn=nhìn + chân=chân
1282,HSK 3,观,Look / View / Observe,"Nhìn, quan sát, quan điểm",Verb/Noun,见 = thấy + 又 = còn
1283,HSK 3,规定,Stipulate / Rule / Provide,"Quy định, điều khoản",Verb/Noun,图 = quy tắc + 定 = quyết định
1284,HSK 3,角,Corner / Horn / Angle,"Góc, sừng",Noun,Sừng=sừng + nguyệt=tháng
1285,HSK 3,记,Remember / Record / Note,"Ghi nhớ, ghi chép",Verb,Ngôn ngữ=ngôn ngữ + kỷ=chính mình
1286,HSK 3,讲,Speak / Say / Explain,"Nói, giảng",Verb,Ngôn ngữ=ngôn ngữ + giếng=giếng
1287,HSK 3,词,Word / Vocabulary,"Từ, từ vựng",Noun,讠 = ngôn ngữ + 司 = quản lý
1288,HSK 3,话,Speech / Talk / Words,"Lời nói, chuyện",Noun,Ngôn ngữ=ngôn ngữ + lưỡi=lưỡi
1289,HSK 3,课后,after class,Sau giờ học,adverbial phrase,"课后 = 课 (class, lesson) + 后 (after)
课 = 讠(speech) + 果 (fruit / result → here as phonetic component)
后 = 厶 (private) + 口 (mouth)"
1290,HSK 3,贵,Expensive / Precious / Honorable,"Đắt tiền, quý",Adj,中 + 一 + 贝 =đá quý
1291,HSK 3,赞助商,sponsor,Nhà tài trợ,noun,"赞助商 (sponsor) = 赞助 (sponsor; support) + 商 (merchant)  
赞助 (support) = 赞 (praise; support) + 助 (help)  
赞 (praise) = 先 (first) + 貝 (shell; money)  
助 (help) = 且 (moreover) + 力 (strength)  
商 (merchant) = 章 (badge) + 冏 (bright)"
1292,HSK 3,走路,walking,Đi bộ,verb / verb phrase,"走路 (to walk) = 走 (walk; go) + 路 (road; path)  
走 (walk; go) = 土 (earth) + ⻊ (foot radical, simplified form of 足)  
路 (road; path) = 足 (foot) + 各 (each; every)  
各 (each; every) = 夂 (go) + 口 (mouth)"
1293,HSK 3,起飞,Take Off (aircraft),Cất cánh,Verb,Bay=bay + cất=cất
1294,HSK 3,越南华人,Vietnamese Chinese,Hoa kiều Việt Nam,noun,"越南华人 (Vietnamese Chinese) = 越 (Vietnam) + 南 (south) + 华 (Chinese) + 人 (person)
越 (Vietnam / exceed) = 走 (walk) + 戉 (axe)
南 (south) = 十 (ten) + 冂 (open country) + 丨 (line) + 干 (stem)
华 (Chinese / splendid) = 艹 (grass) + 化 (transform)
化 (transform) = 亻 (person) + 匕 (spoon)
人 (person) = pictograph of a standing person"
1295,HSK 3,跟,Follow / With / And,"Theo, cùng, và",Prep/Conj,足 = chân + 艮 = dừng
1296,HSK 3,跳绳,jump rope ,Nhảy dây,verb phrase,"跳绳 (jump rope) = 跳 (jump) + 绳 (rope)  
跳 (jump) = 足 (foot) + 兆 (omen; sign)  
绳 (rope) = 纟(silk) + 黾 (frog; amphibian radical)"
1297,HSK 3,跳舞,dance (as a performance),Múa,Separable verbs,"跳 = ⻊ (foot) + 儿 (legs) + 冫 (ice)
舞 = 一 (one) + 卌 (forty) + 舛 (opposite)"
1298,HSK 3,车站,Station,"Nhà ga, bến xe",Noun,车 = xe + 站 = dừng
1299,HSK 3,过去,Past / Formerly / Go Over,"Quá khứ, đi qua",Noun/Verb,Qua=đi qua + 去 =đi
1300,HSK 3,近,Near / Close / Recent,"Gần, gần đây",Adj/Prep,Đi=đi + rìu=rìu
